,source,source_delfy,target,target_delfy
1236,Translate this sentence from eng to afr: If so do you know what kind of oil is used in it?,4.146689430597865e-07,Byvoorbeeld: Kyk jy watter soort olie gebruik is in die sous?,9.526400628626336e-06
1237,"Translate this sentence from eng to afr: ""The product is highly perishable and maintenance of the cold chain and a cold temperature regime form part of formal and legally binding international phytosanitary measures.",3.94979714462491e-06,"""Die produk is hoogs bederfbaar, en handhawing van die koue-ketting en 'n lae-temperatuur-regime vorm deel van formele en wetlik bindende internasionale fitosanitêre maatreëls.",1.1261984596789964e-05
1238,"Translate this sentence from eng to afr: This could pose a serious threat in what has been, up to now, a fairly stable condition of conflict in the world.""",4.111316677140395e-06,Dit kan 'n ernstige bedreiging vorm vir wat tot nou toe 'n redelike stabiele toestand van konflik in die wêreld was.,1.9904514067290334e-05
1239,Translate this sentence from eng to afr: A parking area next to the E10 .,4.454264388509112e-06,3) Toegang parkeerterrein met bord E10,1.8152131126863245e-05
1240,"Translate this sentence from eng to afr: ""Iran is working to increase its influence in the area.",1.061316502255668e-05,Iran probeer sy invloed in die streek vergroot.,5.981241708045235e-06
1241,"Translate this sentence from eng to afr: 22 Salis, you need to be there.""",1.2271337135310474e-05,"of graad twee, jy moet daar wees.""",2.3316379869863023e-06
1242,Translate this sentence from eng to afr: Chick lit at its best.,8.298764031249811e-06,Chick lit op sy beste.,1.4521704901490596e-05
1243,Translate this sentence from eng to afr: 20 locals take part.,8.46361473704886e-06,20 lande neem deel.,1.2917296303060913e-15
1244,"Translate this sentence from eng to afr: "" Of course I would love to have kids right now but there's a process that one has to go through, and tours like this are great fun.",1.7958936731833416e-06,"'Ek sou natuurlik graag nou al kinders wou hê, maar daar is 'n proses wat deurgewerk moet word en toere soos dié is groot pret...'",3.754974411060262e-06
1245,Translate this sentence from eng to afr: What Is your heart's deepest desires?,8.605245010127243e-06,Wat is jou hart se diepste begeerte?,6.839899350784681e-06
1246,"Translate this sentence from eng to afr: The jewel of life, its strong spirit,...",4.4790961953791666e-06,"Book of Wind, The strong spirit sword ...",1.4736696382662719e-05
1247,Translate this sentence from eng to afr: It has an immunomodulating effect.,1.575308347811441e-05,Dit het 'n immunomodulerende effek.,3.0277210166146505e-05
1248,"Translate this sentence from eng to afr: Ok, ok, back to the beans.",6.351004471191015e-06,"Ok, nou terug na die erns.",6.38317825440166e-06
1249,"Translate this sentence from eng to afr: It read, ""not all heroes wear capes.""",4.811374017885409e-06,"'N Ander het gesê: ""Not all heroes wear capes.",1.5993081460693433e-05
1250,"Translate this sentence from eng to afr: ""Emphasis should be placed on improving the overall quality of your diet rather than emphasising individual foods or nutrients.""",4.9261773349126455e-06,"""Klem moet geplaas word op die verbetering van die algehele gehalte van jou dieet eerder as om individuele voedsel of voedingstowwe te beklemtoon.""",1.2554148210830409e-05
1251,Translate this sentence from eng to afr: I a 30 and have never been married.,1.504468392176341e-05,Ek is 30 en was nog nooit getroud nie.,2.3100963851244825e-05
1252,Translate this sentence from eng to afr: Here's How We See Ourselves:,9.099258721302019e-06,So sien ons onsself:,1.2685614245642746e-06
1253,Translate this sentence from eng to afr: This will result in massive savings.,1.18516571532454e-05,Dit sal groot besparings meebring.,8.467244814143811e-06
1254,Translate this sentence from eng to afr: Ho'oponopono is an ancient Hawaiian problem solving process.,1.2302539153941583e-05,Ho'oponopono is 'n ou Hawaiian probleemoplossing kuns.,1.556498831825749e-05
1255,"Translate this sentence from eng to afr: When he returned, having received the kingdom . . . .",5.64684400525656e-06,"(Luk 19:15) En toe hy terugkom, nadat hy die koningskap ontvang het, (Openb.",1.0059047944451577e-05
1256,"Translate this sentence from eng to afr: Now that the annexation project in the West Bank - the main stumbling block for the EU - has been frozen thanks to the agreement between the United Arab Emirates and Israel, it is high time for the leaders of the European Union to take a decision. initiative to strengthen those in the Middle East who break taboos and seek to expand the circle of peace.",4.330001260109369e-06,"Noudat die anneksasieprojek in die Wesoewer - die vernaamste struikelblok vir die EU - gevries is danksy die ooreenkoms tussen die Verenigde Arabiese Emirate en Israel, is dit hoog tyd dat die leiers van die Europese Unie besluit. inisiatief om diegene in die Midde-Ooste te versterk wat taboes verbreek en die kring van vrede wil uitbrei.",9.724399664582947e-06
1257,Translate this sentence from eng to afr: You can also speak to a dietitian if you have concerns about your child's eating.,6.582910654111135e-06,U kan ook met 'n dieetkundige praat as u bekommerd is oor die eet van u kind.,1.3571272736774135e-05
1258,"Translate this sentence from eng to afr: ""My case is urgent, and I do not see how I am to be delivered; but this is no business of mine.",3.6784346778235482e-06,"My geval is ernstig, en ek kan nie sien hoe ek bevryding kan ontvang nie; maar dit is nie 'n saak vir my nie.",2.9938815442076148e-05
1259,Translate this sentence from eng to afr: but not the temperatures.,1.2254763955057362e-05,nie temperatures.,1.8152131126863245e-05
1260,Translate this sentence from eng to afr: We use your personal data in accordance with the law and / or with your consent.,4.97970061527206e-06,Ons gebruik u persoonlike data op wettige gronde en / of met u toestemming.,6.890828895352559e-06
1261,Translate this sentence from eng to afr: Below is a photo of Phil and his son who is eighteen years younger than his dad.,3.5209963919635232e-06,Hieronder is 'n foto van Phil en sy seun wat agtien jaar jonger is as sy pa.,8.51143612230991e-06
1262,Translate this sentence from eng to afr: The future is often,2.452356525089973e-05,Toekomst Is Vaak Seks,1.4368093603825132e-05
1263,Translate this sentence from eng to afr: His comments in this publication are his own and do not represent the opinion of the Max Planck Institute for,9.360379621364344e-06,Sy kommentare in hierdie publikasie is sy eie en verteenwoordig nie die mening van die Max Planck-instituut vir Navorsing oor Planteteelt nie.,1.1819782368892995e-05
1264,Translate this sentence from eng to afr: the new term:,4.5468960541646546e-05,Nuwe terme:,3.4336223939289395e-07
1265,"Translate this sentence from eng to afr: If the grandmother and mother have a monthly duration of 8 to 10 days, then the daughter will inherit the same cycle.",6.94198800868574e-06,"As die ouma en ma 'n maandelikse duur van 8 tot 10 dae het, dan sal die dogter dieselfde siklus erf.",5.961978486347759e-06
1266,"Translate this sentence from eng to afr: There's practically NOTHING I won't eat, or at least try.",2.266164837892461e-06,Daar is niks wat ek nie sal eet nie (of ten minste een keer probeer.,6.782519545834077e-06
1267,Translate this sentence from eng to afr: and listen to the warm.,1.5602810412144294e-05,en luister na die warm,1.5088012594590095e-05
1268,Translate this sentence from eng to afr: Please please drink responsibly.,7.304687032640448e-06,Drink asseblief verantwoordelik.,7.898763532807695e-10
1269,"Translate this sentence from eng to afr: It can be served year-round, but is especially enjoyable in the summer.",2.945917101223459e-06,"Dit kan die hele jaar bedien word, maar is veral lekker in die somer.",2.040603283505389e-05
1270,Translate this sentence from eng to afr: This write-up couldn't be written any much better!,2.784702623851984e-06,Hierdie artikel kon nie veel beter geskryf word nie!,9.412367637944661e-08
1271,"Translate this sentence from eng to afr: Debeah and Victoria were young couples when the second Liberian War broke out, a development that left them with the options of participating in the war or fleeing.",6.844274325862355e-06,"Debeah en Victoria was jong paartjies toe die tweede Liberiese oorlog uitgebreek het, 'n ontwikkeling wat aan hulle die opsies gelaat het om aan die oorlog deel te neem of te vlug.",8.67463932672303e-06
1272,Translate this sentence from eng to afr: He was honorably discharged in 1967....,8.10727454699739e-06,Hy het dié eer in 1967 gestand ...,6.875080679438255e-06
1273,Translate this sentence from eng to afr: Impugn the methodology.,7.704960388958467e-06,Kritisiere die Methodik.,2.4202841502484326e-05
1274,Translate this sentence from eng to afr: Most medium to large-sized businesses have phone systems that allow multiple phone calls to be intelligently routed internal to a company.,4.261740335470558e-06,Die meeste medium tot groot ondernemings het telefoonstelsels wat dit moontlik maak om verskeie oproepe intern na 'n onderneming te stuur.,5.21072912302628e-06
1275,Translate this sentence from eng to afr: The hippocratic oath applies to you as well!,1.0709702320346867e-05,Hierdie Hebreeuse wette is ook van toepassing op julle!,8.462516595703277e-06
1276,Translate this sentence from eng to afr: No hydraulics is used.,4.65061691241853e-06,Geen hidrolika word gebruik nie.,7.260852450745298e-06
1277,"Translate this sentence from eng to afr: They are also painted in dark green color, distinguished by a regular ellipsoid shape.",6.705373477655913e-06,"Hulle word ook in donkergroen kleur geverf, met 'n gereelde ellipsoïed-vorm.",1.009278038970449e-05
1278,Translate this sentence from eng to afr: Hope is the ability to hear the music of the future; faith is the courage to dance to it today,6.572585117188349e-06,"Hoop is om môre se musiek vandag te hoor, en geloof is om vandag op daardie melodie te dans.",4.336683894544389e-06
1279,Translate this sentence from eng to afr: someone who already has one.,1.258718282811251e-06,Iemand die al een.,8.306960504872483e-06
1280,Translate this sentence from eng to afr: It's also good to drink.,1.8526436656762006e-05,Dis ook lekker om te drink.,1.3662997953825082e-06
1281,Translate this sentence from eng to afr: I've been jumping from one thing to another.,4.075872991182063e-06,Ek spring van een ding na die ander.,1.6528090363483465e-05
1282,Translate this sentence from eng to afr: No my e-mail.,2.6749519329844276e-05,nie my email,8.903727806694926e-06
1283,"Translate this sentence from eng to afr: Just did M for the first time, sharing experience.",7.20323534811609e-06,"net mn eerste keer DMT gedaan, een unieke ervaring welteverstaan",7.532151357206381e-06
1284,Translate this sentence from eng to afr: Just on time for mother's day!,9.844355551121911e-06,Net in tyd vir Moedersdag!,7.260852450745298e-06
1285,Translate this sentence from eng to afr: I know this because I work with schools.,6.564017848549841e-07,Ek weet want ek werk met hierdie skole.,1.7729600717000712e-05
1286,Translate this sentence from eng to afr: Was this a 2nd or 3rd test?,1.2009935380034472e-05,"Was dit die tweede of derde probeerslag, Dr?",6.6626814418694925e-06
1287,"Translate this sentence from eng to afr: In every second colon cancer, as a result of which metastases develop, both the Tp53 gene and the Mir34a gene are inactive.",8.84863511412266e-06,"In elke tweede kolonkanker, as gevolg daarvan dat metastase ontwikkel, is beide die Tp53-geen en die Mir34a-geen onaktief.",1.0084517314521178e-05
1288,"Translate this sentence from eng to afr: ashita, you can.",5.594980010069368e-06,"Hetta, jy kan maar.",9.076065563431623e-06
1289,Translate this sentence from eng to afr: specified axis).,1.1065018708333073e-05,stemlike axis).,3.630426225372649e-05
1290,Translate this sentence from eng to afr: But makes sense with the...,1.4313354432738599e-05,Make Sense With...,7.634668044501824e-06
1291,Translate this sentence from eng to afr: Right now the Secretary of Health and Human Services Alex Azar is in Taiwan.,5.152386836508052e-06,Hy het sy gesondheidsekretaris gestuur Alex Azar na Taiwan.,1.6825278214666565e-05
1292,"Translate this sentence from eng to afr: If you want us to pick up the grandchildren at school, press 5",4.080776306870847e-06,"As julle wil hê dat ons die kinders by die skool moet gaan haal,druk 6",3.8116923305712587e-06
1293,Translate this sentence from eng to afr: over the introduction of EVMs in the next polls.,1.1039678232049614e-05,haaks oor die bekendstelling van evms in die volgende verkiesings.,1.2161334760220637e-05
1294,"Translate this sentence from eng to afr: Fortunately, only two of the plants buildings were destroyed.",2.1911646492721532e-06,Gelukkig is net twee van die aanleggeboue verwoes.,1.8923256402198892e-05
1295,Translate this sentence from eng to afr: 2. (not) see eye to eye with somebody,2.1487884893979045e-06,10. (no) seen someone die,1.8969003229855583e-05
1296,"Translate this sentence from eng to afr: Regulatory compliance is at the forefront of the token rollout, as is transparency, the company's spokesperson added.",1.332183632520465e-05,regulatory compliance is op die forefront van die verborge rollout soos is transparency die maatskappy s spokesperson bygevoeg,1.1585674738054382e-05
1297,Translate this sentence from eng to afr: It's just a thang,3.5055948266105007e-06,Bare en trappe,3.1281718847409834e-05
1298,"Translate this sentence from eng to afr: With the onset of winter, some plant varieties turn completely red.",2.3343977910793714e-06,Met die aanvang van die winter word sommige plantsoorte heeltemal rooi.,5.74122407126288e-06
1299,Translate this sentence from eng to afr: Consider the economic data.,4.9915429323026923e-05,Kyk na die ekonomiese data,1.2782623232798977e-05
1300,"Translate this sentence from eng to afr: He is my role model, a person who I look up to.",4.526488491755541e-07,"My ma is my rolmodel, die een na wie ek op kyk.",3.0261940743635993e-06
1301,"Translate this sentence from eng to afr: ""Talk to you soon, Angela.",6.687177934748966e-06,"Talk soon, Angela",1.5959765973707606e-05
1302,Translate this sentence from eng to afr: ideas for the office.,1.886718314995777e-05,Idees vir kantoor,2.106905884454529e-09
1303,"Translate this sentence from eng to afr: One of them will crack.""",3.2108181537392966e-06,"Een van hulle sal seker oorneem.""",6.050710375645378e-06
1304,Translate this sentence from eng to afr: A lack of security:,2.0698359770433965e-05,Gebrek aan veiligheid:,1.534306050763611e-08
1305,"Translate this sentence from eng to afr: The bill includes $6.5 million in competitive grants to improve instruction in American history, civics and geography, with a particular emphasis on schools in under-served rural and urban communities.",5.258259267380703e-06,"Die wetsontwerp bevat $ 6.5 miljoen in mededingende toekennings om onderrig in Amerikaanse geskiedenis, burgerskap en geografie te verbeter, met besondere klem op skole in onder-bediende landelike en stedelike gemeenskappe.",6.924856749235379e-06
1306,"Translate this sentence from eng to afr: Serie A: Italy has the highest number of casualties, and the country has been besieged.",8.994501950310353e-06,Serie A: Italië het die grootste aantal gevalle in Europa en die land is in die nadeel.,1.8492614630395907e-05
1307,Translate this sentence from eng to afr: Steve Jobs memory will never die.,9.758609777433976e-06,Steve Jobs sou nooit gebore word nie.,5.785872607170571e-06
1308,Translate this sentence from eng to afr: I look at other parents with big sons and I can't believe that Emile's isn't here any more.,1.5466131926742725e-06,Ek kyk na ander ouers met groot seuns en kan nie glo dat Emile nie meer daar is nie.,1.1744126529633355e-05
1309,Translate this sentence from eng to afr: It is convenient for the baby to position itself side or stomach only when awake and always under the supervision of the parents.,3.70584345739878e-06,Dit is maklik vir die baba om homself te posisioneer sy of maag slegs as hulle wakker is en altyd onder toesig van die ouers.,1.1505717290475274e-05
1310,"Translate this sentence from eng to afr: Although, we grieve over the loss of our loved ones, we sorrow, but not as those who have no hope.",2.854447633902235e-06,"Alhoewel, ons treur oor die verlies van ons geliefdes, betreur ons, maar nie as diegene wat geen hoop het nie.",1.2526442044577922e-05
1311,Translate this sentence from eng to afr: Josie designed a poster.,1.2270827266277228e-05,Josie Bissett Posters.,3.125887884760417e-05
1312,Translate this sentence from eng to afr: Famous Temple of Augustus in Pula,8.723134850568435e-06,Tempel van Augustus in Pula,7.6600157114201e-06
1313,Translate this sentence from eng to afr: Back to theft.,3.5497981918496256e-05,Terug na diefstal,3.8027358913175072e-06
1314,Translate this sentence from eng to afr: I hope you enjoy the book!),2.064887364397288e-06,Ek hoop jy geniet die boek! (en dankie!),1.5279385392116433e-07
1315,"Translate this sentence from eng to afr: Remember the LORD, who is great and awesome, and fight for your brothers, your sons and your daughters, your wives and your homes."" (4:14b)",2.4831826159832332e-06,"Dink aan die Here, groot en ontsagwekkend, en veg vir julle broers, julle seuns en julle dogters, julle vrouens en julle huise"" (4:14).",4.325606997094079e-06
1316,"Translate this sentence from eng to afr: The Hercules Mk XVII, developing 1,735 hp (1,294 kW) at 500 ft (150 m), was installed in the Mk VIC airframe to produce the TF Mk.X (Torpedo Fighter), commonly known as the 'Torbeau'.",1.2630406101779855e-05,"Die Hercules Mark Sewentien, die ontwikkeling van 1,735 HP (1,294 kW) by 500 voet (150 m), is geïnstalleer in die Mk VIC vlieg na die TF Mk.X (Torpedo vegter), algemeen bekend as die produseer ""Torbeau.""",1.1915501074608863e-05
1317,Translate this sentence from eng to afr: We the People must educate ourselves.,8.987554840912856e-06,En ons die mense moet onsself opvoed.,2.2779977659738878e-05
1318,"Translate this sentence from eng to afr: Our products are sold to worldwide including Europe, America, Middle East, Australia, South East Asia, etc. Our services including:",9.694143814889899e-08,"Ons produkte word verkoop aan die wêreld, insluitende Europa, Amerika, Midde-Ooste, Australië, Suid-Oos Asië, ens Ons dienste, insluitend:",4.693039463826938e-06
1319,"Translate this sentence from eng to afr: Following five years of instability and civil unrest, Joseph-Désiré Mobutu, now Lieutenant General, overthrew Kasavubu in a 1965 coup.",1.17216088981608e-05,"Na vyf jaar van uiterste onstabiliteit en burgerlike onrus het Joseph Mobutu, nou 'n luitenant-generaal, Kasavubu in 'n staatsgreep omvergewerp.",1.0607468902607747e-05
1320,"Translate this sentence from eng to afr: definition: "" 'medical device' means any instrument, apparatus, implement, machine, appliance, implant, [in vitro] reagent [or calibrator] for in vitro use, software, material or other similar or related article, including Group III and IV Hazardous Substances contemplated in the Hazardous Substances Act, 1973 (Act No. 15 of 1973) - (a) intended by the manufacturer to be used, alone or in combination,",1.1121036279458484e-05,""" 'mediese toestel' enige instrument, apparaat, implement, masjien, toestel, inplant, [in vitro-]reagens [of kalibreerder] vir in vitro-gebruik, sagteware, materiaal of ander soortgelyke of verwante artikel, ook Groep III- en IV- Gevaarhoudende Stowwe beoog in die Wet op Gevaar- houdende Stowwe, 1973 (Wet No. 15 van 1973) - (a) wat deur die vervaardiger bedoel is vir gebruik, alleen of in",1.1183784205048781e-05
1321,Translate this sentence from eng to afr: Deciding how to play these to the best effect requires skill.,6.828626828803265e-06,"Om te verstaan   hoe om die beste handelsmetode te gebruik, vereis vaardigheid.",7.609583752790335e-06
1322,Translate this sentence from eng to afr: Tell them to join up quick before all of these places are filled.,2.586047426212985e-06,Hulle moet sommer gou kom aansluit voordat al die plekke vol word.,1.494763465419932e-06
1323,"Translate this sentence from eng to afr: Due to large numbers of arrivals,",1.2161619276335486e-05,"En daarom menigeen die gaat, (bis)",1.7269874687141944e-05
1324,Translate this sentence from eng to afr: Do not just write down everything you know about the topic.,6.009658393822974e-06,"Moenie net alles wat u oor die onderwerp weet, uitspoeg nie!",5.162921589134191e-06
1325,"Translate this sentence from eng to afr: ""Tactics are tactics.""",1.2212073286041065e-05,"""Tautologies are tautologies.""",3.845058546141903e-05
1326,Translate this sentence from eng to afr: But the majority are older.,2.5665536657714716e-05,Meerderheid is seniors.,7.058006936610498e-06
1327,"Translate this sentence from eng to afr: If possible, try to keep drains clear of roots and plants.",5.070805286474e-06,"Indien moontlik, probeer om droë blare en blomme te verwyder.",2.2034399088078957e-06
1328,"Translate this sentence from eng to afr: Of course that doesn't make it any less interesting - it simply means that when we read a lottery story slightly out of the ordinary, it makes it stand out from the pack and grab our attention immediately.",2.400358438948521e-06,"Natuurlik beteken dit nie dat dit minder interessant is- dit beteken eenvoudig dat wanneer ons lees van 'n lotery storie dit effens uit die gewone is, dit maak dit uit staan, trop en gryp onmiddellik ons aandag.",6.868525456977861e-06
1329,Translate this sentence from eng to afr: more than once that night.,1.2764319873926117e-06,Langer dan die ene avond.,6.7821608673134535e-06
1330,"Translate this sentence from eng to afr: As a public service, I showed her place in the food chain.",6.960072804834937e-06,"Maar, as kinders, het ons ons plek in die food chain geken.",1.912607796385752e-05
1331,Translate this sentence from eng to afr: And another book I'll have to search out.,1.0153339744814172e-07,Nog 'n boek wat ek moet gaan soek.,2.55705817585622e-06
1332,"Translate this sentence from eng to afr: ""The trouble with most of us is that we would rather be ruined by praise than saved by criticism.""- Norman Vincent Peale",7.500439528710161e-06,"""Die probleem met die meeste van ons is dat ons liewer deur lof geprys word as deur kritiek gered."" - Norman Vincent Peale",1.122764888075374e-05
1333,"Translate this sentence from eng to afr: Damn the Torpedoes, Going Through With it Anyway",5.265747264121636e-06,"Tering troep, sowieso kappen met die zooi",2.1344842011252485e-05
1334,Translate this sentence from eng to afr: It's the best resort on Cat Island.,6.465050683224761e-06,- Die beste alternatief vir Cat Island.,1.4416451536488769e-05
1335,Translate this sentence from eng to afr: I decided to combine these because they are pretty one and the same.,4.351566192581105e-06,Ek het besluit om dit te kombineer omdat dit mooi en dieselfde is.,1.5448293278351608e-05
1336,Translate this sentence from eng to afr: Do you want a Rottweiler?,3.2104547572593823e-06,Moet ek 'n Rottweiler?,9.076065563431623e-06
1337,Translate this sentence from eng to afr: She also threatened to kill her.,9.419287248362929e-06,Hy het ook gedreig om haar dood te maak.,4.033858659477018e-06
1338,Translate this sentence from eng to afr: Are you looking for the perfect church?,3.68670396080307e-06,← Op soek na die volmaakte kerk?,1.3406450953088981e-05
1339,"Translate this sentence from eng to afr: The Travelers Companies, Inc. Range by Job",1.4567762938183666e-05,"Fittings Unlimited, Inc. Range by Job",1.8438611025569936e-05
1340,Translate this sentence from eng to afr: It's different than obedience.,3.50447930526154e-06,6. unlike obedience.,1.4261342216627489e-05
1341,"Translate this sentence from eng to afr: I know that it's not much, but it's principle.",5.5907390112856075e-06,"Ek weet dit is nie baie nie, maar dit is die beginsel.",6.96142294152695e-05
1342,"Translate this sentence from eng to afr: For Bhaichung, it's just the beginning.",3.049744593397181e-06,"Jonguh, dit is het begin nog maar.",5.186323793656111e-06
1343,Translate this sentence from eng to afr: mysterious atmosphere of this place.,6.753856834461901e-06,mystieke sfeer hier.,1.9157458096362008e-05
1344,Translate this sentence from eng to afr: to fortnite.,4.280609203264937e-06,Dit is Fortnite!,1.2101420751242163e-05
1345,Translate this sentence from eng to afr: This is not to say that no religious works were published in this period: Dante Alighieri's The Divine Comedy reflects a distinctly medieval world view.,8.959870545570435e-06,Dit is nie te sê dat daar in hierdie periode geen godsdienstige werke gepubliseer is nie: Dante Alighieri Die Goddelike komedie weerspieël 'n duidelike Middeleeuse wêreldbeskouing.,7.925092603315369e-06
1346,"Translate this sentence from eng to afr: one to thousands of doors, with up to 50 000 users.",8.919118020537376e-06,"bedien tot 1000 deuren, en registreer tot 50000 gebruikers",8.03484249608505e-06
1347,"Translate this sentence from eng to afr: Man, she's gonna have a heart attack!",3.5792136829242686e-06,Sy gaan 'n hartaanval kry!,1.1508178857700603e-05
1348,"Translate this sentence from eng to afr: death by four brothers, Jack,",6.494027275747198e-06,"deur vier seuns, George,",2.550078278556576e-07
1349,"Translate this sentence from eng to afr: Uganda - See gorillas and the ""Cradle of Mankind""",8.51202621521044e-06,"Uganda - See gorillas, Visit ""Cradle of Mankind"" in SA",2.5723082531751257e-05
1350,"Translate this sentence from eng to afr: Our conversation took place days after the attacks in Ankara, Turkey, where allegations were levelled that the government was behind the attacks on pro-Kurdish peace groups.",5.098531854258352e-06,"Ons gesprek het plaasgevind dae na die aanval in Ankara, Turkye, waar beskuldigings gemaak is dat die regering pro-Koerdiese groepe aanval.",6.7701981120083635e-06
1351,"Translate this sentence from eng to afr: For those who want to pursue an event planning career, there's even more good news: the job outlook reflects growth faster than average.",2.1908420171895458e-06,"Vir diegene wat 'n gebeurtenis beplanningsloopbaan wil volg, is daar nog meer goeie nuus: die werkvooruitsigte weerspieël groei vinniger as die gemiddelde.",8.408228804923108e-06
1352,Translate this sentence from eng to afr: She and Galpil make a bet to see who is scared of ghosts and who isn't.,3.371616812864967e-06,Sy en Galpil gaan 'n weddenskap aan om te sien wie is bang vir spoke en wie nie.,6.053890822246294e-06
1353,Translate this sentence from eng to afr: My friend rents the house I live in.,2.5686226781358634e-06,My verhuurder verkoop die woonstel waarin ek woon,5.766350518363112e-06
1354,Translate this sentence from eng to afr: Histology is the study of body tissue.,5.7561895190257285e-06,Histologie is die studie van weefsel.,1.2274606062005037e-05
1355,"Translate this sentence from eng to afr: The title is a bit of a play on words - ""Suey-cide."" >>",2.587306509728265e-06,Die titel is 'n bietjie spel van woorde - 'Suey -cide.',1.1267529965767194e-05
1356,Translate this sentence from eng to afr: How do you think you could be a good friend?,1.0072391415558587e-08,Hoe kan jy 'n goeie vriend wees?,3.1141477927105354e-06
1357,"Translate this sentence from eng to afr: -That's for you, my friend.",2.3390826617547975e-05,"- Dit is vir jou, my vriend.",2.8591755017794312e-05
1358,Translate this sentence from eng to afr: All materials must be prepared in advance.,1.248841351606905e-05,Alle materiaal moet vooraf voorberei word.,3.777491813978973e-07
1359,Translate this sentence from eng to afr: ease for the night.,1.4515007367706091e-05,Gemaklik vir die aand.,4.1470760235367265e-07
1360,Translate this sentence from eng to afr: I feel like the quality isn't there.,8.175429718453819e-07,Persoonlik dink ek nie die kwaliteit is daar nie.,2.9543827694387738e-05
1361,Translate this sentence from eng to afr: required by part 93.,1.8106394587206597e-05,gereklik 93,3.630426225372649e-05
1362,"Translate this sentence from eng to afr: SpongeBob and Patrick ""borrowed"" a chest of gold coins from the Dutchman, and now he thinks they're thieves !",1.27871163313561e-05,"SpongeBob en Patrick ""geleen"" 'n bors van goue munte uit die Nederlander, en nou hy dink hulle is diewe!",2.0271300934185983e-05
1363,Translate this sentence from eng to afr: Prayer to attract a man may be highly criticized but it is highly effective and powerful....,6.057444034851967e-06,"Gebed om 'n man te lok, kan sterk gekritiseer word, maar dit is baie effektief en kragtig ...",9.129510265772805e-06
1364,Translate this sentence from eng to afr: The AstroPay Card is a pre-paid virtual card.,9.209166987233971e-06,Paykasa is 'n virtuele voorafbetaalde kaart.,1.3109510901919479e-05
1365,Translate this sentence from eng to afr: Factory production was able to continue as normal and the company says the particles were completely harmless to people and the environment.,4.2342630840796336e-06,Bedrywighede by die fabriek kon voortgaan en die maatskappy sê die stof is absoluut skadeloos vir mense en die omgewing.,1.2464468277926553e-05
1366,Translate this sentence from eng to afr: Give My Regards to Broadway .,9.981864489673836e-06,Gee My betrekking tot Broadway.,1.1509466733677629e-05
1367,"Translate this sentence from eng to afr: Remember the MAGAT woman saying, ""He's not hurting the people he's supposed to be hurting"" ?",4.34236171294482e-06,"Een werker by 'n tronk word soos volg aangehaal: ""He's not hurting the people he's supposed to hurt.""",1.376583938307738e-05
1368,"Translate this sentence from eng to afr: In fact, this assumption, plus the recognition that a small number of left-handers have unusual right hemisphere brain dominance for language, means left-handers are either ignored - or worse, actively avoided - in many studies of the brain, because researchers assume that, as with language, all other asymmetries will be reduced.",5.711145278782573e-06,"Hierdie aanname, plus die erkenning dat 'n klein aantal linkshandiges ongewone breinoorheersing van die regterhemisfeer vir taal het, beteken dat linkshandiges óf geïgnoreer word - of erger nog, aktief vermy word - in baie studies van die breinomdat navorsers aanvaar dat alle ander asimmetrieë verminder word, net soos met taal.",8.02166489960082e-06
1369,"Translate this sentence from eng to afr: It can not be one of the best free Paris, but it remains one of the best examples of the bonus game.",3.2549436997822923e-06,"Dit kan nie een van die beste gratis Parys wees, maar dit bly een van die beste voorbeelde van die bonus spel.",2.413817395225614e-05
1370,Translate this sentence from eng to afr: This following incident reminded me of that.,1.0598996644071385e-05,Dit spijtige voorval herinnert daar aan.,1.2387893084356199e-05
1371,Translate this sentence from eng to afr: misusing in german,4.667248386920843e-06,misverstand in duits,2.100514855793709e-05
1372,Translate this sentence from eng to afr: See more R.r.,3.8525707572649035e-06,Nog meer R.R.,1.2101420751242163e-05
1373,Translate this sentence from eng to afr: god gave love to you.,1.1264116167981726e-05,en God gaf jou liefde.,7.260852450745298e-06
1374,"Translate this sentence from eng to afr: I'm VERY close to my entire family, so that's important to me.",2.1868081098254996e-07,Ek is baie geheg aan my familie want dit is vir my belangrik.,3.2845783621201698e-06
1375,Translate this sentence from eng to afr: That is a danger...,4.7967281206873125e-05,Dit is gevaar...,7.408459997005595e-06
1376,Translate this sentence from eng to afr: You may then sell your mutual fund shares on the market for a profit.,6.2287584098226255e-06,· U kan dan u onderlinge fonds aandele verkoop vir 'n wins in die mark.,1.1921490535354252e-05
1377,"Translate this sentence from eng to afr: Minister, Chairman of Lao National Tourism Administration",8.002328732288944e-06,Lao National Toerisme Administrasie,1.7873928645639028e-05
1378,"Translate this sentence from eng to afr: ""This is something which is very close to my heart.",1.3109843248721247e-06,"""Dit is iets wat baie naby aan my hart is.",2.4488391496324393e-05
1379,"Translate this sentence from eng to afr: Now, we look at our smartphones and we say, How could we live without it?",2.7756417947720823e-06,'Nou kyk ons   na ons slimfone en sê: hoe kan ons daarsonder leef?,5.58527508308212e-06
1380,Translate this sentence from eng to afr: Multichoice is owned by Naspers.,1.5753082363381858e-05,MultiChoice word deur Naspers besit.,1.1494538977386522e-05
1381,Translate this sentence from eng to afr: They are inspired to take action (this is the emotional response you desire).,3.314567110595406e-06,Hulle word geïnspireer om tot aksie oor te gaan (dit is die emosionele reaksie wat u verlang).,2.0413632874454305e-05
