,source,source_delfy,target,target_delfy
1857,"Translate this sentence from eng to fil: For reference, Bitcoin uses the proof-of-work (PoW) algorithm.",8.09898502418012e-06,Gumagamit ang Bitcoin Algorithm ng Proof-of-Work (PoW).,9.773697398197969e-06
1858,Translate this sentence from eng to fil: path in God's service.,1.7340463440125536e-05,Daan patungo sa paglilingkod sa Diyos!,4.860123927298216e-06
1859,Translate this sentence from eng to fil: They had a dream and they didn't give up.,9.108180817980805e-08,Minsan silang nangarap at hindi sila sumuko,9.4987001404234e-06
1860,"Translate this sentence from eng to fil: Do not approach the green recruits.""",5.519669296519794e-06,"Huwag mong isumpa ang mga Marcos loyalists.""",1.1440755209438242e-05
1861,"Translate this sentence from eng to fil: this is the whole duty of men!""",2.777460941886836e-05,"pagkat ito ang buong katungkulan ng tao.""",1.3896321217334899e-05
1862,"Translate this sentence from eng to fil: Num27:4 Why should the name of our father be taken away from his family, because he had no son?",1.5905510405845202e-06,"27:4 Bakit ang pangalan ng aming ama ay aalisin sa angkan niya, sapagka't siya'y hindi nagkaanak ng lalake?",7.383097914016777e-06
1863,Translate this sentence from eng to fil: Make sure they understand the instructions and the goal.,7.171157527126891e-06,Tiyaking naiintindihan mo ang impormasyon at mga tagubilin.,3.6008361682743847e-06
1864,Translate this sentence from eng to fil: Dreams are the images and visuals that appears to us while we are sleeping.,7.3869671190171766e-06,Ito ay mga imahe na nakikita at ginagawa ng ating isip habang tayo ay tulog.,6.816319101017381e-06
1865,Translate this sentence from eng to fil: On Saturday a market is held in the High Street dating back to the 13th century.,6.4986685911803005e-06,"Sa Sabado ang isang merkado ay gaganapin sa High Street, ang mga pinagmulan ng na marahil petsa pabalik sa 13th siglo.",7.057605251700807e-06
1866,"Translate this sentence from eng to fil: The inner layout is based on continuity and the core of the house is an open plan living area, characterized by a minimalist, yet inviting design...",5.957652561443921e-06,"Ang panloob na layout ay batay sa pagpapatuloy at ang core ng bahay ay isang bukas na plano sa living area, na characterized ng isang minimalist, pa nag-imbita ng disenyo.Basahin Higit pang mga",1.7105199805289338e-05
1867,"Translate this sentence from eng to fil: In Sur l'homme et le developpement de ses facultés, essai d'une physique sociale (1835) Quetelet presented his conception of the average man as the central value about which measurements of a human trait are grouped according to the normal curve.",1.2250797893019323e-05,"Sa Sur l'homme et le developpement de ses facultés, essai d'une tikas ng katawan sociale (1835) Quetelet ipinapahayag ang kanyang mga kuru-kuro ng mga tao ang average na bilang ng mga sentral na halaga ng tungkol sa kung anong measurements ng mga katangian ng isang tao ay ayon sa grupo sa normal curve.",1.0192546429603532e-05
1868,"Translate this sentence from eng to fil: Social class, you will influence.",2.3341365247292716e-05,"Mga namumuno sa klase, maiinpluwensya ka.",1.136040597479908e-05
1869,"Translate this sentence from eng to fil: 17 His memory shall perish from the earth, and he shall have no name in the streets.",9.069265118259248e-06,"17Ang alaala sa kaniya ay mawawala sa lupa, at siya'y mawawalan ng pangalan sa lansangan.",8.93048027957072e-06
1870,"Translate this sentence from eng to fil: Our band sucks.""",1.181747285090691e-05,"Ang stiff namin gumalaw.""",1.4789192727712289e-05
1871,"Translate this sentence from eng to fil: It would hurt me worse than it would you.""",1.8518851420934828e-07,"Mas masasaktan ka lang kung makikita mo ko.""",6.75218343547553e-06
1872,Translate this sentence from eng to fil: Where are you from mr. bean,1.458559278435973e-05,ang galing mo mr. bean,9.20083887548446e-06
1873,Translate this sentence from eng to fil: At the present time there are clinical trials underway in the U.S. and around the world testing potential treatments for spinal cord injury with others in the pipeline.,7.956414283134997e-06,Sa kasalukuyang panahon ay may mga klinikal na pagsubok na isinasagawa sa U.S. at sa buong mundo na sumusubok ng mga potensyal na paggamot para sa spinal cord injury at ng marami pang iba na nakapila.,8.471682352975366e-06
1874,Translate this sentence from eng to fil: Below you will find 15 steps that can help you visit the dark web safely.,1.7140992995625905e-06,Sa ibaba makikita mo ang 16 mga hakbang na makakatulong sa iyo na bisitahin ang madilim na web nang ligtas.,1.7539732458593428e-05
1875,"Translate this sentence from eng to fil: The Tropic of Cancer, or Northern tropic, is one of five major circles of latitude that mark maps of the Earth.",8.965031145977871e-06,"Ang Tropiko ng Kanser, o Hilagang Tropiko, ay isa sa limang pangunahing panukat ng digri o pangunahing mga bilog ng latitud na minamarkahan ang mga mapa ng Daigdig.",7.000482178763969e-06
1876,"Translate this sentence from eng to fil: The prevailing industrial age view of the human body as a machine whose parts occasionally break down, requiring repair only to that part without regard to the whole human being and the sources of the problem, is a health model that will increasingly be replaced by a more unified theory of what a human being truly is.",6.182704800335393e-06,"Ang umiiral na pang-industriya edad na tanawin ng katawan ng tao bilang isang makina na bahagi Minsan break down, na nangangailangan ng repair lamang sa bahaging iyon nang walang pagsasaalang-alang sa buong pagkatao ng tao at ang mga pinagmulan ng mga problema, ay isang health modelo na ay unting mapapalitan ng isang mas pinag-isang teorya ng kung ano ang isang tao sa pagiging tunay.",1.1957792289740319e-05
1877,"Translate this sentence from eng to fil: Even as a sex journalist and educator who spends a tonne of time sexually experimenting, I was impressed with this one week trial.",6.204963703963216e-06,"Kahit bilang isang sex-mamamahayag at tagapagturo na gumastos ng isang tonelada ng oras sexually eksperimento, ako ay impressed sa ang isang-linggong pagsubok.",1.1432550001393296e-05
1878,Translate this sentence from eng to fil: The pressure would kill them if they tried to swim.,1.1703675451350186e-05,Maganda kasi ang pictures pag Sinulit na nila ang paglangoy.,1.562610912666064e-05
1879,Translate this sentence from eng to fil: It is so good to be back for this winter season!,1.1543959170305863e-05,Magandang balikan ngayong holy week!,8.661358698457864e-06
1880,Translate this sentence from eng to fil: wastage of material is minimized.,1.1437338843670415e-05,Minimize ang basura ng materyal.,6.95513475601466e-06
1881,Translate this sentence from eng to fil: But sometimes even over-the-top movies like Armageddon and Deep Impact - both released in 1998 - can help raise concerns about real-world threats.,8.90751268683423e-06,Ngunit kung minsan kahit na tulad ng over-the-top na pelikula Armageddon at Deep Impact-Nag-release noong 1998-ay maaaring makatulong sa pagtaas ng mga alalahanin tungkol sa mga banta sa real-world.,7.926049616268034e-06
1882,Translate this sentence from eng to fil: Don't worry about unexpected slippage.,1.0369199357783518e-05,Huwag kang mag-alala sa unlikely pairing na yan.,8.615658516068677e-06
1883,"Translate this sentence from eng to fil: Ac 22:14 And he said, 'The God of our fathers appointed you to know his will, to see the Righteous One and to hear a voice from his mouth;",5.774696521534857e-06,"22:14 At sinabi niya, Ang Dios ng ating mga magulang ay itinalaga ka upang mapagkilala mo ang kaniyang kalooban, at makita mo ang Banal, at marinig mo ang isang tinig mula sa kaniyang bibig.",8.804920662843162e-06
1884,"Translate this sentence from eng to fil: I know you're in shock, so just take your time.",9.87652284337989e-07,"Alam kong masakit, kaya take time.",3.5674156431271e-07
1885,"Translate this sentence from eng to fil: You may have good days, bad days, but in the evening of every day someone will be waiting for you at home.",1.9998454137847608e-07,"Maaari kang magkaroon ng mabubuting Araw, ay masamang araw, ngunit Sa gabi ikaw ay palaging Sa bahay.",2.397207329639319e-06
1886,"Translate this sentence from eng to fil: Negatively, a business trip may be a sign that you are having difficulty trying to relax or are feeling pressure to deal with unwanted distractions.",5.2154643997739226e-06,"Negatibong, isang negosyo trip ay maaaring maging isang palatandaan na ikaw ay nakakaranas ng kahirapan sinusubukan mong mag-relaks o pakiramdam ang presyon sa pakikitungo sa mga hindi ginustong panggagambala.",4.507323709617924e-06
1887,"Translate this sentence from eng to fil: It was a clear, extraordinarily efficient means of bringing dozens of RSS feeds collectively.",9.601147734828753e-06,"Ito ay isang malinis, napaka-epektibong paraan ng pagdadala ng dose-dosenang mga RSS feed nang magkasama.",8.528246661893647e-06
1888,Translate this sentence from eng to fil: Do you have time??,0.00012218058083199863,may oras ka ba???,1.8849074754481968e-14
1889,Translate this sentence from eng to fil: I was even more worried then.,1.2119187132729646e-05,Kahit ako doon ako talaga mas nagaalala.,2.503435566816845e-07
1890,"Translate this sentence from eng to fil: And most importantly, how can I get rid of them?!",3.6512232498252424e-06,"Una sa lahat, kung paano Gusto ko hilahin na off ?!",2.6886604196009875e-06
1891,Translate this sentence from eng to fil: You say you don't believe in research.,5.721898139921802e-06,Akala ko ho hindi kayo naniniwala sa research?,3.318106956447639e-06
1892,Translate this sentence from eng to fil: Select one or many documents.,1.474581922865589e-05,Pumili ng isa o maraming mga file,3.0535226856030884e-06
1893,"Translate this sentence from eng to fil: ""That's really what you're looking for every game.""",3.6879497707481865e-11,"""Yun lang naman hinahanap every game diba?",1.5682133735612e-06
1894,Translate this sentence from eng to fil: In the kitchen and on the floor is better!,1.2497699927147134e-05,Sa kusina at sa sahig ay mas mahusay! 17:31,8.56369886024402e-06
1895,Translate this sentence from eng to fil: My Parents Think They're Very Important,7.874337008549327e-09,Ang Aking Mga Magulang Ay Mahalaga,8.023662011274266e-06
1896,Translate this sentence from eng to fil: The kiss and make up.,2.8244974204747142e-05,Ang bilis ng kiss and make up.,1.7454270398400213e-05
1897,"Translate this sentence from eng to fil: It was formally acquired on March 2, 2010 as announced by PLDT chairman Manuel V. Pangilinan.",7.404915124783965e-06,"Pormal na nakuha ito noong Marso 2, 2010, tulad ng inihayag ni PLDT chairman Manuel V. Pangilinan.",8.831075358280614e-06
1898,Translate this sentence from eng to fil: Prophesy is by no means new or limited to any one culture.,3.940769718374011e-06,Ang propesiya ay hindi bago o limitado sa anumang isang kultura.,5.8249453353120035e-06
1899,"Translate this sentence from eng to fil: They have a high power-to-weight ratio, making speeds in excess of 140 miles per hour (230 km/h) possible on some tracks.",1.1599754445634407e-05,"Sprint sasakyan ay may isang mataas na lakas-to-weight ratio, paggawa ng mga bilis ng mahigit sa 140 milya kada oras (230 km / h) posible sa ilang track.",8.043395972913703e-06
1900,"Translate this sentence from eng to fil: For now, the Prince has been keeping a low profile, bunkering down in the UK's COVID -19 lockdown with ex-wife Sarah Ferguson, and talking to his lawyers on a daily basis.",6.82884963452823e-06,"Sa ngayon, ang Prince ay nagpapanatili ng isang mababang profile, bunkering down sa lockdown ng COVID -19 ng UK kasama ang dating asawa na si Sarah Ferguson, at nakikipag-usap sa kanyang mga abugado araw-araw.",9.046854417578922e-06
1901,"Translate this sentence from eng to fil: You are human, you feel emotions.",1.2890318953537862e-05,"Tao ka e, may emosyon.",3.7610588210350636e-07
1902,Translate this sentence from eng to fil: This was good training for him.,1.1428435904008759e-05,Magandang training ito para sa kanya.,1.3190469528798168e-05
1903,Translate this sentence from eng to fil: As he got to be that of a creature had two different.,1.8715057259206883e-06,Para bang naging dalawang magkaibang nilalang ang lalaking nakatalik niya.,5.395540584983461e-06
1904,Translate this sentence from eng to fil: You had glow-in-the-dark stars on the ceiling of your room as a child.,5.470831579997436e-06,"Ikaw, mayroon ka rin bang mga glow-in-the-dark star sa kisame ng kuwarto mo noong bata ka?",7.069945146818086e-06
1905,Translate this sentence from eng to fil: Why don't you live in real life?,1.0891669870724767e-07,Bakit Hindi mo totohanin in REAL LIFE?,4.875539157973714e-06
1906,Translate this sentence from eng to fil: the problem. come.,5.122509791059228e-05,"Olaniyan, Ayo",3.4081214569964235e-05
1907,"Translate this sentence from eng to fil: 21 Now therefore, do not be afraid; I will provide for you and your little ones.",3.507898423025519e-07,"21 Kaya't huwag kayo ngayong matakot; pakakainin ko kayo at ang inyong mga anak.""",2.5840268841102065e-06
1908,"Translate this sentence from eng to fil: with full knowledge of the task,",1.3388204238836589e-05,"Ay kaalamang pabigat,",1.267369029716042e-05
1909,"Translate this sentence from eng to fil: He makes the Signs clear so that hopefully you will be certain about the meeting with your Lord. (Qur'an, 13:2)",3.774414031109045e-06,"Pinangangasiwaan Niya ang kapakanan; sinari-sari Niya ang mga Tanda nang harinawa kayo sa pakikipagtagpo sa Panginoon ninyo ay makatiyak.""",1.1009999091048598e-05
1910,"Translate this sentence from eng to fil: SpiderOak ONE's web interface mirrors, in part, the features of the desktop client.",5.700900192500734e-06,"Ang mga salamin sa web interface ng SpiderOak ONE, sa bahagi, ang mga tampok ng desktop client.",9.545557165942448e-06
1911,Translate this sentence from eng to fil: I'll make part of the batter and leave the other for another recipe.,1.4446652916733299e-06,Gagawa ako ng bahagi ng batter at iwanan ang iba para sa isa pang resipe.,7.993044703426836e-06
1912,Translate this sentence from eng to fil: and dead animals.,3.805478094090748e-05,at mga ligaw na hayop.,1.4267624244229165e-05
1913,Translate this sentence from eng to fil: Jesus Christ did not even exist?,1.577464979153335e-06,Hindi Pag-Iral ni Jesus?,2.677409961383894e-06
1914,Translate this sentence from eng to fil: I got it...love you guys!,7.991147064833829e-06,uy gusto ko ito.. see you guys!,1.0270508878262574e-05
1915,"Translate this sentence from eng to fil: With fewer people living across relatively large areas, social distancing is easier to accomplish.",3.069143714514463e-06,"Sa mas kaunting mga tao na naninirahan sa medyo malalaking lugar, ang paglalakbay sa lipunan ay mas madaling magawa.",3.8021114258641848e-06
1916,"Translate this sentence from eng to fil: You see a course with a rating of 4.8 out of 5, and it makes sense to think it must be a good one.",3.1498034455671284e-06,Nakikita mo ang isang kurso na na-rate na 4.8 sa 5 at makatuwirang iniisip na dapat itong maging isang mahusay na kurso.,6.702838449008265e-06
1917,Translate this sentence from eng to fil: They do so because they want to make children's lives better.,2.680533150782861e-06,Ginawa nila iyon dahil gusto nilang mapabuti ang buhay mo.,7.94468841873408e-08
1918,Translate this sentence from eng to fil: • Study the language in the easiest and most effective way using Harrap's dictionary.,3.807915138727279e-06,* Pag-aaral ng wika sa mga pinakamadaling at karamihan sa mabisang paraan ng paggamit Mondadori diksiyunaryo.,6.747606989989587e-06
1919,"Translate this sentence from eng to fil: ""It was my hand that brought this to you.""",2.5119033719519108e-05,"""Ito ang gamot ko na nagdala sa iyo dito. """,3.983042988787251e-05
1920,"Translate this sentence from eng to fil: However, her show Mad Men did win Best Drama Series.",4.004184438750952e-06,Ang Mad Men naman ang nanalo bilang Best Drama Series.,6.526825092967989e-06
1921,Translate this sentence from eng to fil: Disabled for the image.,5.920787533594172e-06,Disables undo for image.,2.200858434561002e-05
1922,Translate this sentence from eng to fil: I am very proud of my public school education.,1.1742857909313742e-06,Ipinagmamalaki ko ang aking public school background.,8.854510879620292e-07
1923,"Translate this sentence from eng to fil: Meet all the parts of the self, from Spilling the Script (read online for free).",4.5098782424079085e-06,"Kilalanin ang lahat ng mga bahagi ng sarili, mula sa Spilling the Script (basahin online nang libre).",2.5040079175643424e-06
1924,Translate this sentence from eng to fil: It might have made it easier both for him and for Jesus.,1.150854115792456e-06,Marahil ay mas magiging madali ang lahat para sa kanya at sa kaptid.,2.5330478123089734e-05
1925,Translate this sentence from eng to fil: Harry is an act in class.,1.011324946504811e-05,Si Rich ay isang kilos sa klase.,8.405048566237303e-06
1926,"Translate this sentence from eng to fil: But Ken had a tape of him, you couldn't have expected that!",5.697754510597371e-06,"Kahit may kasalanan si Angelo sa'yo, di mo sana ginawa iyon!",3.0982930220161634e-06
1927,"Translate this sentence from eng to fil: That being said, there's nothing better to anchor a meal than a good shot of bourbon.",5.774315012448355e-06,"Iyon ay sinabi, wala nang mas mahusay na angkla para sa isang pagkain kaysa sa isang mahusay na pagbaril ng bourbon.",6.779607812571044e-06
1928,Translate this sentence from eng to fil: Six months later-got you don't recognize myself in the mirror.,5.460763607897572e-06,Makalipas ang ilang minuto ka lang hindi mo nakikilala ang sarili ko sa salamin.,1.2557356525013192e-05
1929,Translate this sentence from eng to fil: one may eat of it and not die.,2.0556344011479856e-06,Maaaring kumain nito ang sinuman at hindi mamamatay.,1.830122606344091e-06
1930,"Translate this sentence from eng to fil: The sign of Gemini is thought to be very adaptable and flexible, sometimes to the point of ""being"" two different personalities.",4.676319390921935e-06,"Ang palatandaan ng Gemini ay naisip na napaka-nababagay at nababaluktot, kung minsan hanggang sa punto ng ""pagiging"" dalawang magkakaibang pagkatao.",5.578744416627221e-06
1931,"Translate this sentence from eng to fil: Towards Marciana, Monte Giove (855 m), with its rocks and their bizarre forms, provides one of the most spectacular landscapes on the island.",1.0362057629695122e-05,"Patungo Marciana, Monte Giove (855 m), sa kanyang mga bato at kanilang mga kakaibang mga form, ay nagbibigay ng isa sa mga pinaka-kahanga-hangang landscapes sa isla.",8.190241745921386e-06
1932,Translate this sentence from eng to fil: I'm going to kill Oliver.,3.460407282592853e-06,Hawak ko si Oliver.,8.52173505097497e-06
1933,Translate this sentence from eng to fil: from Hauppauge for review.,1.5037928278615383e-05,Nakalagay for Review.,7.527523357842641e-07
1934,Translate this sentence from eng to fil: It isn't one of his creations.,4.942993520435052e-06,Wala Siya sa Kanyang mga nilikha.,3.339076356381842e-05
1935,"Translate this sentence from eng to fil: ""Jesus said, 'I was in prison, and you came to me.'",7.64533280774028e-06,"...Subalit ang sabi ni Jesus, ""Ako ay nabilanggo, at inyo Akong pinaroonan.""",4.496093599285762e-06
1936,"Translate this sentence from eng to fil: [30] The fruit of the righteous is a tree of life, and he who wins souls is wise.",6.855356642199219e-06,30Ang bunga ng matuwid ay punong kahoy ng buhay; at siyang pantas ay humihikayat ng mga kaluluwa.,8.169396714835059e-06
1937,Translate this sentence from eng to fil: Today's technology is growing rapidly.,1.0561683555882464e-05,Ang teknolohiya ngayon ay mabilis na lumalaki.,1.13679585883129e-05
1938,Translate this sentence from eng to fil: Don't book a flight.,1.1426203667560515e-05,Wag ka na mag-book ng flight.,6.4352391514154325e-06
1939,"Translate this sentence from eng to fil: Most recently she appeared on ""Youn's Stay"" -- a spinoff of another popular Korean reality TV show, ""Youn's Restaurant.""",7.1050985199112925e-06,"Ngayong taon, lumitaw siya sa ""Youn's Stay"" - isang spinoff ng isa pang tanyag na Korean reality TV show na ""Youn's Restaurant.""",1.1089186687946144e-05
1940,Translate this sentence from eng to fil: Don't want to be cooped up indoors?,5.907757538027472e-06,Hindi ka makikihalubilo samin sa loob?,1.1360404856654745e-05
1941,Translate this sentence from eng to fil: His name was Tom; he was up late.,1.20802857893161e-06,"Tinawagan ko na si Sam, late na siya!",2.0904098907534193e-05
1942,Translate this sentence from eng to fil: To spend time with family?,3.8391740432751386e-05,Gumugol ng oras sa pamilya?,2.9376932647920186e-06
1943,Translate this sentence from eng to fil: While the word might be complicated is very simple.,2.4919810707701844e-06,Habang ang salita ay maaaring maging kumplikado ay napaka-simple.,2.239171224944563e-06
1944,Translate this sentence from eng to fil: It is fart of year.,3.883654537211914e-06,Ang bilis ng taon.,4.023192527783113e-05
1945,Translate this sentence from eng to fil: Explore the campus before the first day.,8.124211271579479e-06,Siguraduhin na bisitahin ang campus bago ang unang araw.,1.1090693031581892e-05
1946,Translate this sentence from eng to fil: Focused on the activity or job at hand.,1.7429379040588635e-05,Focus At Job Or Task At Hand.,4.7557127242105115e-06
1947,Translate this sentence from eng to fil: It's low rent so what do you expect.,5.727974263866695e-06,Sanay kasi sa kababawan kaya what do you expect?,6.6510850269622415e-06
1948,Translate this sentence from eng to fil: The two were estranged in the past but are much closer now.,4.840009944062179e-06,"Dati nang close friends ang dalawa, pero much closer sila ngayon.",9.340741648396915e-06
1949,Translate this sentence from eng to fil: What do you call a cat that spends all of it's time at the beach?,3.861829658512845e-06,Ano ang tawag sa iyo ng isang lalaki na gumugol ng buong tag-init sa beach?,1.2183129253444351e-05
1950,"Translate this sentence from eng to fil: In the long run, you'll eventually be like them.",6.036199135999058e-06,Sa huli magiging katulad ka rin nila.,1.4066326067953624e-10
1951,Translate this sentence from eng to fil: Cancer is the element of WATER.,2.312267969149077e-05,Water ang elemento ng Cancer.,7.964356091230955e-06
1952,Translate this sentence from eng to fil: Rosie isn't coming back and Paul knows it.,2.8187518093980767e-06,Magbabalik na si Divine at hindi ito alam ni Luis.,1.2790680238736126e-05
1953,"Translate this sentence from eng to fil: ""That was one of the great stories.",1.083410667527996e-05,"""Isa iyon sa napakagandang istorya.",6.1163096176061646e-06
1954,Translate this sentence from eng to fil: When the free space of a hard disk drive is below a specified percentage,7.408372714848894e-06,- Kapag ang free space ng isang hard disk drive ay mas mababa sa isang tinukoy na porsyento,9.316489345986123e-06
1955,Translate this sentence from eng to fil: A castle in Dieppe.,1.3477602241842599e-05,Castle at Dieppe.,1.7984374270825282e-05
1956,"Translate this sentence from eng to fil: I got high, could see everything.",3.1813469782680654e-07,"AKO ay omnipotente, alam ang lahat at nakikita ang lahat.",4.386293668868989e-06
1957,"Translate this sentence from eng to fil: In particular, on behalf of the American People, I want to thank President Xi!"" [...]",6.925744433133471e-06,"Sa partikular, sa ngalan ng mga Amerikano, nais kong pasalamatan si Pangulong Xi! """,6.186387703047696e-06
1958,Translate this sentence from eng to fil: management of course.,2.7315491029131647e-05,Utos ng management syempre..,9.044178430917928e-08
1959,"Translate this sentence from eng to fil: ""Where is brother Ezra?""",8.544001246970144e-06,"""Nasaan po si Kuya Eros?.""",6.827266009542549e-06
1960,Translate this sentence from eng to fil: We will talk about that tomorrow and later on in the week.,6.156804659411148e-07,Bukas natin pag-usapan 'yan at gabi na.,2.6752531747512817e-07
1961,Translate this sentence from eng to fil: The desired output should be like this,1.5158249734941768e-05,Desire output po ay dapat ganito,5.949132973872029e-06
1962,"Translate this sentence from eng to fil: If you are not happy with any purchase,",1.0505309214399413e-05,Kung hindi ka nasisiyahan sa iyong pagbili sa anumang paraan;,2.1027860973682096e-05
1963,Translate this sentence from eng to fil: It's identical to the Hero 5 Black.,2.1563412926183887e-05,Tugma ito sa Hero6 Black.,1.0810327576819424e-05
1964,Translate this sentence from eng to fil: Every undefiled person in your house may eat them.,2.584644232025832e-06,Bawat malinis sa iyong bahay ay kakain niyon.,3.71779540150369e-06
1965,"Translate this sentence from eng to fil: As it was, I hadn't tasted my food.",7.2169618421954e-06,"Ako naman before, di ko inuubos food ko.",5.9780309503681654e-06
1966,"Translate this sentence from eng to fil: You're not looking for praise, you're there because it's the right thing to",3.6905585427253904e-07,"Ang mga posisyon niyo ay hindi basta-basta lamang, kayo ay nariyan dahil kayo ay may kakayanang",8.161789702620476e-06
1967,Translate this sentence from eng to fil: Be clear what you are trying to achieve.,1.6781827190231277e-05,Maging malinaw sa kung ano ang sinusubukan mong makamit.,1.8644036215292463e-06
1968,Translate this sentence from eng to fil: Early intervention can be helpful.,8.594994291071482e-06,Ang maagang interbensyon ay maaaring makatulong.,3.312940012291374e-06
1969,Translate this sentence from eng to fil: Folks lost respect for him.,5.383420935603133e-06,Nawalan ng paggalang sa Kanya ang mga tao.,2.325943896158703e-05
1970,Translate this sentence from eng to fil: Joshua: 8 hours.,1.7684498134631524e-05,Pinoy: Walong oras!,2.993701295087379e-07
1971,Translate this sentence from eng to fil: for Mrs. Week 32.,1.3477947073896193e-05,Ms Pinu at Week 32..,9.281320977875252e-06
1972,Translate this sentence from eng to fil: It looks like it's the hardware.,1.0934283560913706e-05,kayanya emang hardwarenya nih.,3.4081214569964235e-05
1973,"Translate this sentence from eng to fil: Chad Chad, I don't understand what you are expecting.",1.5449140229744992e-05,chill maldito. hindi ko kasi alam kung ano ang pinagdadaanan mo.,8.003121580222541e-06
1974,Translate this sentence from eng to fil: You may have to be just,3.832707513056143e-05,baka kailangan mo lang na maging,1.2025625781091655e-05
1975,"Translate this sentence from eng to fil: 3s-GE, is it worth it?",5.584578777363291e-06,13k inabot. sulit na ba?,7.61181008167228e-06
1976,Translate this sentence from eng to fil: I want to stand up and say I know Jeff.,2.980465143965482e-06,"parang gusto ko ng tumayo at sabihin kay Franc na,",6.075093753430284e-06
1977,"Translate this sentence from eng to fil: ""I too am not going to judge people.",3.369227827378307e-06,"""Kasi, ayoko ring manghusga ng tao.",6.009990446418354e-06
1978,"Translate this sentence from eng to fil: And again a little while, and you shall see Me, because I go to the Father.",3.2098730069056126e-09,"Pagkatapos nang kaunting panahon, makikita ninyo ako sapagkat pupunta ako sa Ama.",1.570351815747713e-07
1979,Translate this sentence from eng to fil: Others have come here with promises of a cure.,1.1850495468359191e-05,May mga nag pledge na din sa treatment niya pala.,1.3332985415425227e-05
1980,"Translate this sentence from eng to fil: She's the only cast member with an education in neuroscience, and often likes to make sure her scripts are scientifically accurate!",4.046571936758501e-06,"Siya lang ang miyembro ng cast kasama si an edukasyon sa neuroscience , at madalas na gusto upang matiyak na ang kanyang mga script ay tumpak sa agham!",6.314007386101008e-06
1981,Translate this sentence from eng to fil: It tells the story of the amnesiac reptilian-headed Caiman working together with his friend Nikaido to recover his memories and survive in a strange and violent....,6.0690774947072555e-06,"Sinasabi nito ang kwento ng amnesiac na reptilian na pinangunahan ng Caiman, na nagtatrabaho kasama ang kanyang kaibigang si Nikaido upang mabawi ang kanyang mga alaala at makaligtas sa isang kakaiba at marahas na mundo.",9.439610083599778e-06
1982,Translate this sentence from eng to fil: It's somewhat popular now.,4.101299890603296e-06,Ngayon ay medyo popular.,1.0883037864415204e-08
1983,Translate this sentence from eng to fil: Global warming has a chance to affect the fishing industry,7.518486751157681e-06,Global warming ay nagkaroon ng oras upang maapektuhan ang industriya ng pangingisda,5.964720443254731e-06
1984,"Translate this sentence from eng to fil: Hz is the International Standard symbol for hertz, a unit of frequency.",1.774485464775802e-05,"Hz ang simbolo para sa hertz, isang yunit ng dalas.",9.825495252220339e-06
1985,Translate this sentence from eng to fil: anger for 16 months.,3.815134601124573e-05,Nerva - namuno sa loob ng 16 na buwan.,8.521153163210473e-06
1986,"Translate this sentence from eng to fil: Los Angeles Unified School District has free food for students at 60 Grab and Go Food Centers starting Wednesday, March 18th from 7:00 am - 10:00 am.",7.344710812826981e-06,"Distrito ng Pinag-isang Distrito ng Los Angeles ay mayroong libreng pagkain para sa mga mag-aaral sa 60 Grab and Go Food Center simula sa Miyerkules, Marso 18 mula 7:00 ng umaga - 10:00 ng umaga.",5.534296103610304e-06
1987,"Translate this sentence from eng to fil: When you right-click on a picture, you're given the choice to do a reverse picture search on Google for it, one thing that's very handy.",3.537368299210606e-06,"Kapag nag-click ka ng isang imahe, binigyan ka ng pagpipilian upang gumawa ng isang baligtarin na paghahanap ng imahe sa Google para dito, isang bagay na napaka madaling gamiting.",4.907208927886633e-06
1988,"Translate this sentence from eng to fil: (Genesis 1:27, 28) He did not create parents with the ability to accept easily what is unnatural.",4.792539756581855e-06," (Genesis 1:27, 28) Hindi niya nilikha ang mga magulang na may kakayahang tanggapin agad ang mga bagay na hindi likas na nangyayari.",3.956906455508172e-06
1989,"Translate this sentence from eng to fil: I mean, we are all Latinos.",3.1831138613457896e-06,"Kumbaga, lahat Latina.",8.57341002500498e-06
1990,"Translate this sentence from eng to fil: She probably thought it was my place.""",2.7076866177864403e-07,"Inisip siguro niya na lugar niya 'yun.""",7.716786243046357e-06
1991,Translate this sentence from eng to fil: That is why he also sent his only Son.,3.920608337979375e-06,Nagpakilala rin Siya sa pagsusugo ng kanyang bugtong na Anak.,8.803433738244008e-06
1992,Translate this sentence from eng to fil: What can you eat a nursing mother in the first month after the birth of the baby?,2.8747543372709547e-06,Ano ang maaari mong kainin ng isang ina ng nursing sa mga unang araw pagkatapos ng kapanganakan?,1.0375974797246782e-05
1993,"Translate this sentence from eng to fil: At night recording, the camera is capable of recording up to a 3m distance.",6.491569546169939e-06,"Sa pag-record sa gabi, ang camera ay may kakayahang mag-record ng hanggang sa isang 3m distansya.",1.0022858590248896e-05
1994,Translate this sentence from eng to fil: Have you fallen out with anyone.,5.371329778035544e-06,na ikaw ay nahuhulog na sa isang tao.,4.8245040766069776e-05
1995,Translate this sentence from eng to fil: Wear your face mask when going out....,8.084765751931184e-07,Pagsusuot ng face mask kapag lalabas ipinatupad...,9.261352465189503e-06
1996,"Translate this sentence from eng to fil: It is mixed up with gold particles, seaweed, and peptides - all know for their anti-aging properties.",7.070347989803707e-06,"Ito ay halo-halong up sa ginto particle, damong-dagat, at peptides-lahat alam para sa kanilang mga anti-aging properties.",1.2492568076342226e-05
